Text,Word Number,Line Start,Line End,Normalized,Language,Number
jeru0529.xml,1,1,1,כל,arc,0
jeru0529.xml,2,1,1,די,arc,0
jeru0529.xml,3,1,1,אנש,arc,0
jeru0529.xml,4,1,1,מתהנה,arc,0
jeru0529.xml,5,1,1,בחלתה,arc,0
jeru0529.xml,6,1,1,דה,arc,0
jeru0529.xml,7,2,2,קרבן,arc,0
jeru0529.xml,8,2,2,אלה,arc,0
jeru0529.xml,9,2,2,מן,arc,0
jeru0529.xml,10,2,2,דבגוה,arc,0
