,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma
0,beth0068.xml,1,1,1,καὶ,grc,0,,,,
1,beth0068.xml,2,1,1,σάρα,grc,0,,,,
2,beth0068.xml,3,1,1,θυγά,grc,0,,,,
3,beth0068.xml,4,2,2,τηρ,grc,0,,,,
4,beth0068.xml,5,2,2,ν,grc,0,,,,
5,beth0068.xml,6,2,2,αιμίας,grc,0,,,,
6,beth0068.xml,7,2,2,καὶ,grc,0,,,,
7,beth0068.xml,8,2,2,μήτηρ,grc,0,,,,
8,beth0068.xml,9,3,3,μαρήας,grc,0,,,,
9,beth0068.xml,10,3,3,ἱερ,grc,0,,,,
10,beth0068.xml,11,3,3,εί,grc,0,,,,
11,beth0068.xml,12,3,3,ας,grc,0,,,,
