,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma
0,hamm0062.xml,1,1,1,κύριος,grc,0,,,,
1,hamm0062.xml,2,1,1,θεὸς,grc,0,,,,
2,hamm0062.xml,3,1,1,βοήθει,grc,0,,,,
3,hamm0062.xml,4,1,1,γεννα,grc,0,,,,
4,hamm0062.xml,5,2,2,δίῳ,grc,0,,,,
5,hamm0062.xml,6,2,2,ἐπαρχικῴ,grc,0,,,,
6,hamm0062.xml,7,2,2,καὶ,grc,0,,,,
7,hamm0062.xml,8,2,2,τοῖς,grc,0,,,,
8,hamm0062.xml,9,3,3,τέκνοις,grc,0,,,,
9,hamm0062.xml,10,3,3,αὐτοῦ,grc,0,,,,
