,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma
0,beth0246.xml,1,1,1,זו,he,0,,,,
1,beth0246.xml,2,1,1,ארו,he,0,,,,
2,beth0246.xml,3,1,1,נ,he,0,,,,
3,beth0246.xml,4,1,1,ו,he,0,,,,
4,beth0246.xml,5,1,1,של,he,0,,,,
5,beth0246.xml,6,1,1,קירה,he,0,,,,
6,beth0246.xml,7,1,1,מגה,he,0,,,,
7,beth0246.xml,8,2,2,אשתו,he,0,,,,
8,beth0246.xml,9,2,2,של,he,0,,,,
9,beth0246.xml,10,2,2,רבי,he,0,,,,
10,beth0246.xml,11,2,2,יהושוע,he,0,,,,
11,beth0246.xml,12,3,3,בן,he,0,,,,
12,beth0246.xml,13,3,3,לווי,he,0,,,,
13,beth0246.xml,14,3,3,שלום,he,0,,,,
