,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,hamm0017.xml,1,1,1,ἐν,grc,0,,,,,
1,1,hamm0017.xml,2,1,1,τᾦ,grc,0,,,,,
2,2,hamm0017.xml,3,1,1,φιλαρέτῳ,grc,0,,,,,
3,3,hamm0017.xml,4,1,1,τόπῳ,grc,0,,,,,
4,4,hamm0017.xml,5,1,1,μνήσθῇ,grc,0,,,,,
5,5,hamm0017.xml,6,2,2,βοηθὸς,grc,0,,,,,
6,6,hamm0017.xml,7,2,2,κάρου,grc,0,,,,,
7,7,hamm0017.xml,8,2,2,ἐπαρχικὸς,grc,0,,,,,
8,8,hamm0017.xml,9,3,3,καὶ,grc,0,,,,,
9,9,hamm0017.xml,10,3,3,συνκλινία,grc,0,,,,,
10,10,hamm0017.xml,11,3,3,αὐτοῦ,grc,0,,,,,
11,11,hamm0017.xml,12,3,3,ἐλευθέρα,grc,0,,,,,
12,12,hamm0017.xml,13,4,4,καί,grc,0,,,,,
13,13,hamm0017.xml,14,4,4,ἰώβιος,grc,0,,,,,
14,14,hamm0017.xml,15,4,4,αὐτοῦ,grc,0,,,,,
15,15,hamm0017.xml,16,4,4,ἀδελφὸς,grc,0,,,,,
16,16,hamm0017.xml,17,4,4,καὶ,grc,0,,,,,
17,17,hamm0017.xml,18,4,4,οὐρανία,grc,0,,,,,
18,18,hamm0017.xml,19,5,5,ἡ,grc,0,,,,,
19,19,hamm0017.xml,20,5,5,αὐτοῦ,grc,0,,,,,
20,20,hamm0017.xml,21,5,5,ἐγγόνη,grc,0,,,,,
