,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,sepp0005.xml,1,1,1,דכירן,arc,0,,,,,
1,1,sepp0005.xml,2,1,1,לטב,arc,0,,,,,
2,2,sepp0005.xml,3,2,2,תנחום,arc,0,,,,,
3,3,sepp0005.xml,4,2,2,בר,arc,0,,,,,
4,4,sepp0005.xml,5,3,3,יודן,arc,0,,,,,
5,5,sepp0005.xml,6,3,3,וסמקה,arc,0,,,,,
6,6,sepp0005.xml,7,4,4,ונהרי,arc,0,,,,,
7,7,sepp0005.xml,8,4,4,בנוי,arc,0,,,,,
8,8,sepp0005.xml,9,5,5,דתנחום,arc,0,,,,,
9,9,sepp0005.xml,10,6,6,אמן,arc,0,,,,,
